handle,snapshot_date,current_rating,solve_rate_per_week,tag_diversity,avg_problem_rating,contest_frequency,consistency_score,weak_tag_count,label_3m,label_6m,rating_bucket,rating_change_3m
free_life,2021-01-05,1185,1.47,16,969.4,1.0,0.689,0,1236,1236,800-1200,51
free_life,2021-03-02,1316,3.42,24,1047.7,5.0,0.563,0,1236,1314,1200-1400,-80
free_life,2021-08-15,1318,3.17,28,1065.9,2.0,0.578,0,1314,1402,1200-1400,-4
free_life,2022-01-31,1385,4.56,31,1139.8,3.33,0.592,0,1321,1361,1200-1400,-64
free_life,2022-06-18,1415,4.54,32,1157.3,3.0,0.586,0,1439,1384,1400-1600,24
BiggestFish06,2025-07-01,982,2.92,17,951.5,1.67,0.701,0,1435,1631,800-1200,453
BiggestFish06,2025-08-26,1391,9.28,28,1193.3,2.67,0.697,0,1550,1631,1200-1400,159
BiggestFish06,2025-10-06,1435,10.3,31,1272.6,3.67,0.686,0,1631,1716,1400-1600,196
BiggestFish06,2025-11-14,1466,12.89,33,1313.7,4.33,0.693,0,1631,1674,1400-1600,165
BiggestFish06,2025-12-06,1598,13.69,33,1319.5,5.67,0.678,0,1702,1548,1400-1600,104
maks_k,2025-03-22,978,0.72,13,1000.0,1.0,0.74,0,969,1103,800-1200,-9
maks_k,2025-05-05,1041,0.88,14,952.6,2.0,0.712,0,969,1363,800-1200,-72
maks_k,2025-09-09,1160,0.81,16,956.2,1.0,0.721,0,1471,1487,800-1200,311
maks_k,2025-09-25,1239,1.12,19,995.7,2.67,0.667,0,1644,1487,1200-1400,405
maks_k,2025-10-31,1348,1.28,21,998.3,4.33,0.687,0,1627,1566,1200-1400,279
Edwardboss,2022-04-17,1045,3.17,15,883.3,1.67,0.603,0,943,989,800-1200,-102
dsa_rookie_47,2025-04-24,1109,1.23,21,961.5,3.0,0.7,1,1175,1496,800-1200,66
dsa_rookie_47,2025-07-05,1034,0.91,21,926.3,1.67,0.697,2,1268,1413,800-1200,234
dsa_rookie_47,2025-08-26,1310,1.24,24,991.4,1.67,0.634,3,1395,1385,1200-1400,85
dsa_rookie_47,2025-10-17,1548,1.54,27,1063.6,2.0,0.64,1,1571,1527,1400-1600,23
ClearMystery,2025-08-24,1201,2.06,15,938.8,1.33,0.606,0,1193,1433,1200-1400,-8
ClearMystery,2025-09-20,1187,1.92,17,932.1,2.0,0.587,0,1298,1423,800-1200,111
ClearMystery,2025-09-25,1155,2.05,17,932.8,2.67,0.598,0,1298,1480,800-1200,143
ClearMystery,2025-10-06,1235,2.12,18,944.4,3.33,0.607,0,1347,1480,1200-1400,112
ClearMystery,2025-11-29,1138,1.86,18,957.1,2.33,0.601,0,1423,1525,800-1200,285
wjli,2019-06-22,2227,79.71,26,1223.0,1.33,0.644,0,2151,2138,2100-2400,-76
wjli,2020-12-20,2177,29.35,37,1417.0,1.67,0.56,0,2258,2253,2100-2400,81
wjli,2022-06-25,2126,22.41,37,1466.5,0.67,0.557,0,2125,2275,2100-2400,-1
wjli,2024-01-06,2171,18.4,37,1442.1,1.67,0.563,0,2156,2119,2100-2400,-15
Yeqix,2025-06-15,1381,5.1,27,1235.1,1.67,0.598,0,1633,1522,1200-1400,252
Yeqix,2025-07-01,1377,5.41,27,1239.6,2.0,0.606,0,1633,1524,1200-1400,256
Yeqix,2025-07-31,1519,5.92,27,1285.0,2.33,0.597,0,1575,1524,1400-1600,56
sparsh34,2025-03-22,1244,7.28,20,1005.0,2.33,0.605,0,1283,1440,1200-1400,39
sparsh34,2025-04-21,1372,7.16,20,1004.6,2.67,0.587,0,1310,1440,1200-1400,-62
sparsh34,2025-07-01,1283,8.66,24,1015.9,1.67,0.526,0,1440,1440,1200-1400,157
sparsh34,2025-08-24,1262,8.3,26,1053.2,1.33,0.53,0,1440,1440,1200-1400,178
Yang_1233,2025-07-01,1296,2.55,18,1247.8,1.33,0.637,0,1360,1488,1200-1400,64
wazir17,2025-03-23,1301,0.6,15,938.5,1.0,0.67,0,1385,1385,1200-1400,84
pn_77,2023-01-21,791,0.36,11,803.3,0.0,0.654,0,741,1014,<800,-50
pn_77,2023-05-05,892,0.46,18,819.6,3.0,0.658,1,1024,1153,800-1200,132
pn_77,2023-06-20,972,0.66,22,837.1,6.33,0.652,2,1153,1153,800-1200,181
pn_77,2023-08-15,1063,0.83,24,854.3,6.33,0.655,1,1153,1314,800-1200,90
pn_77,2024-05-26,1206,0.83,25,877.5,0.67,0.657,0,1465,1522,1200-1400,259
FXY_AC,2024-04-27,1052,1.66,12,886.4,1.67,0.58,0,1238,1363,800-1200,186
FXY_AC,2024-07-30,1225,10.62,29,1032.7,5.0,0.467,0,1439,1439,1200-1400,214
FXY_AC,2024-12-05,1377,11.56,34,1080.7,4.0,0.474,0,1341,1499,1200-1400,-36
FXY_AC,2025-03-22,1420,11.47,35,1111.7,4.67,0.493,0,1619,1507,1400-1600,199
FXY_AC,2025-06-21,1619,12.33,35,1167.8,5.33,0.509,0,1507,1603,1600-1900,-112
watcherrr,2023-12-19,952,10.55,23,1103.4,1.67,0.588,0,1436,1551,800-1200,484
watcherrr,2024-01-06,1120,10.48,23,1105.3,3.0,0.585,0,1442,1551,800-1200,322
watcherrr,2024-02-18,1263,14.35,28,1268.3,3.0,0.619,0,1362,1522,1200-1400,99
watcherrr,2024-03-22,1436,16.71,30,1311.9,3.67,0.614,0,1551,1580,1400-1600,115
watcherrr,2024-05-10,1385,18.96,30,1348.5,3.33,0.601,0,1551,1474,1200-1400,166
Syerikbolsyn,2019-02-17,1293,0.98,12,1110.5,0.67,0.589,0,1291,1291,1200-1400,-2
Syerikbolsyn,2019-09-04,1257,0.78,18,1081.1,0.33,0.621,0,1220,1220,1200-1400,-37
Syerikbolsyn,2019-09-19,1327,0.96,21,1093.8,1.67,0.641,0,1220,1302,1200-1400,-107
Syerikbolsyn,2020-03-04,1220,0.83,23,1095.1,0.0,0.653,0,1302,1259,1200-1400,82
Syerikbolsyn,2020-07-17,1289,0.78,23,1076.4,0.67,0.658,1,1422,1572,1200-1400,133
Just_Love_You,2023-11-17,1237,6.01,23,1058.0,0.33,0.605,0,1433,1579,1200-1400,196
Just_Love_You,2023-12-19,1306,7.62,23,1090.3,0.67,0.555,0,1459,1558,1200-1400,153
Just_Love_You,2023-12-30,1302,7.57,24,1088.6,1.33,0.559,0,1597,1558,1200-1400,295
Just_Love_You,2024-01-27,1320,8.16,25,1118.8,2.0,0.554,0,1599,1558,1200-1400,279
Just_Love_You,2024-03-16,1485,8.52,26,1172.4,2.0,0.557,0,1579,1558,1400-1600,94
chcho,2025-05-11,1298,0.85,18,1054.8,1.33,0.702,0,1420,1532,1200-1400,122
chcho,2025-06-15,1295,0.85,19,1057.1,2.0,0.687,0,1420,1474,1200-1400,125
chcho,2025-07-05,1281,0.91,21,1057.5,2.67,0.698,0,1420,1396,1200-1400,139
chcho,2025-07-19,1257,0.95,21,1045.5,3.0,0.707,0,1532,1455,1200-1400,275
chcho,2025-07-31,1382,1.11,21,1057.7,3.0,0.681,0,1532,1451,1200-1400,150
HhmHhm,2023-01-03,1492,1.12,15,1082.4,1.33,0.884,0,1638,1588,1400-1600,146
HhmHhm,2023-01-05,1529,1.3,15,1070.0,1.67,0.891,0,1638,1588,1400-1600,109
HhmHhm,2023-01-08,1540,1.45,15,1087.0,2.0,0.897,0,1638,1588,1400-1600,98
hopes_and_dreams,2025-10-17,1218,1.75,17,947.1,1.67,0.769,0,1192,1242,1200-1400,-26
Cjx,2025-07-17,1094,7.46,22,1065.8,1.33,0.625,0,1238,1238,800-1200,144
Cjx,2025-07-19,1122,7.75,22,1067.5,1.67,0.631,0,1238,1238,800-1200,116
Cjx,2025-07-22,1207,8.26,22,1076.8,2.0,0.634,0,1238,1403,1200-1400,31
Cjx,2025-07-27,1193,8.49,22,1070.9,2.33,0.637,0,1238,1525,800-1200,45
Cjx,2025-08-07,1145,9.21,23,1076.1,2.0,0.639,0,1238,1549,800-1200,93
bububbu,2025-08-26,1208,9.08,19,1078.8,1.67,0.663,0,1326,1531,1200-1400,118
bububbu,2025-08-28,1243,9.47,19,1096.5,2.0,0.674,0,1326,1476,1200-1400,83
bububbu,2025-09-24,1246,10.14,24,1168.0,2.33,0.654,0,1326,1456,1200-1400,80
bububbu,2026-01-29,1326,12.39,32,1401.2,0.0,0.632,0,1456,1517,1200-1400,130
AlexCui,2020-11-29,1315,0.18,13,1200.0,0.0,0.671,0,1394,1394,1200-1400,79
YuTran,2025-05-05,1496,2.62,27,1215.7,1.67,0.617,0,1694,1705,1400-1600,198
vashednwoid,2024-05-10,1131,2.62,22,1272.5,0.67,0.573,0,1427,1453,800-1200,296
vashednwoid,2024-06-03,1412,3.09,24,1245.1,2.0,0.58,0,1427,1445,1400-1600,15
vashednwoid,2024-08-06,1382,3.02,26,1206.2,3.33,0.585,0,1453,1516,1200-1400,71
vashednwoid,2024-10-06,1450,3.21,28,1193.1,1.67,0.596,0,1460,1516,1400-1600,10
vashednwoid,2024-11-01,1485,3.45,28,1186.4,3.33,0.603,0,1516,1516,1400-1600,31
Sirius10000,2024-07-11,998,1.67,12,876.2,1.0,0.713,0,1140,1264,800-1200,142
Sirius10000,2024-07-26,1039,3.39,20,989.3,1.67,0.494,0,1209,1264,800-1200,170
Sirius10000,2024-08-13,1081,4.84,25,1018.9,1.67,0.52,0,1266,1264,800-1200,185
Sirius10000,2024-10-24,1141,6.87,29,1122.1,1.33,0.557,0,1264,1386,800-1200,123
Sirius10000,2024-11-02,1194,7.18,30,1140.4,1.67,0.566,0,1264,1400,800-1200,70
thaivg,2023-09-10,1155,5.37,16,1200.0,1.67,0.621,0,1342,1436,800-1200,187
thaivg,2023-09-18,1110,5.14,17,1142.3,2.33,0.623,0,1342,1436,800-1200,232
thaivg,2023-09-25,1133,5.12,19,1145.2,3.0,0.636,0,1342,1421,800-1200,209
thaivg,2023-10-22,1187,6.99,21,1117.4,3.67,0.595,0,1436,1421,800-1200,249
thaivg,2023-11-03,1310,6.79,22,1132.9,4.33,0.596,0,1436,1421,1200-1400,126
Priyanshu95m,2024-06-06,958,2.34,17,882.4,1.0,0.573,0,1273,1178,800-1200,315
Priyanshu95m,2024-07-26,1120,9.13,20,900.5,3.33,0.581,0,1160,1301,800-1200,40
Priyanshu95m,2024-10-14,1270,12.27,26,977.7,3.33,0.574,0,1441,1487,1200-1400,171
Priyanshu95m,2024-11-30,1206,11.77,28,998.1,3.67,0.57,0,1435,1537,1200-1400,229
Priyanshu95m,2025-01-19,1305,11.56,29,1015.2,4.33,0.568,0,1487,1500,1200-1400,182
nikhil21229,2024-05-26,840,0.71,16,908.0,1.67,0.675,0,930,1069,800-1200,90
nikhil21229,2024-08-13,873,1.69,19,889.7,6.0,0.457,0,1069,1256,800-1200,196
nikhil21229,2024-12-08,1142,2.27,25,943.4,4.33,0.519,0,1303,1248,800-1200,161
nikhil21229,2025-03-10,1303,3.42,30,1068.5,5.0,0.549,0,1219,1322,1200-1400,-84
Daisy.,2024-02-29,1319,16.69,22,1141.8,1.67,0.622,0,1413,1494,1200-1400,94
Daisy.,2024-03-05,1382,15.46,23,1153.2,2.33,0.624,0,1347,1494,1200-1400,-35
Daisy.,2024-03-16,1418,14.86,24,1119.3,3.0,0.632,0,1347,1494,1400-1600,-71
Daisy.,2024-05-30,1413,9.88,25,1132.3,1.33,0.616,0,1494,1481,1400-1600,81
Daisy.,2024-07-15,1419,7.48,25,1128.1,0.67,0.621,0,1494,1513,1400-1600,75
iwonit,2025-05-26,1202,2.13,19,1000.0,1.67,0.598,0,1455,1543,1200-1400,253
iwonit,2025-06-15,1184,4.06,24,1019.4,2.33,0.597,0,1455,1547,800-1200,271
iwonit,2025-07-19,1394,8.29,30,1122.7,2.33,0.581,0,1543,1680,1200-1400,149
iwonit,2025-10-03,1465,9.63,31,1210.4,1.33,0.594,0,1659,1654,1400-1600,194
iwonit,2025-12-27,1603,8.96,32,1241.1,1.0,0.593,0,1594,1513,1600-1900,-9
CodeMe13,2021-03-13,1184,1.4,14,923.1,2.67,0.67,0,1104,1512,800-1200,-80
CodeMe13,2021-03-18,1144,2.29,15,1013.0,3.0,0.571,0,1104,1512,800-1200,-40
khantnandeesh3205,2026-01-12,1192,0.54,21,980.0,0.0,0.652,1,1512,1512,800-1200,320
khantnandeesh3205,2026-01-23,1323,0.73,23,1033.9,0.33,0.549,1,1512,1512,1200-1400,189
khantnandeesh3205,2026-01-25,1412,0.97,25,1042.7,0.67,0.533,1,1512,1512,1400-1600,100
noobiesAG,2020-03-14,1376,1.75,17,1138.7,1.67,0.636,0,1680,1721,1200-1400,304
noobiesAG,2020-07-04,1716,6.71,29,1256.1,4.67,0.595,0,1765,1804,1600-1900,49
noobiesAG,2020-10-17,1759,7.6,31,1238.2,6.0,0.603,0,1945,1971,1600-1900,186
noobiesAG,2021-03-18,1950,8.32,33,1194.6,3.0,0.593,0,2053,1824,1900-2100,103
noobiesAG,2021-12-29,1857,7.1,34,1231.5,2.33,0.598,0,1750,1890,1600-1900,-107
Drill_Endeavour_,2025-06-23,1317,4.12,16,1063.8,1.67,0.713,0,1388,1397,1200-1400,71
Drill_Endeavour_,2025-07-06,1385,4.29,17,1056.1,2.33,0.68,0,1388,1412,1200-1400,3
Drill_Endeavour_,2025-08-10,1302,3.94,19,1052.8,2.0,0.652,0,1369,1470,1200-1400,67
Drill_Endeavour_,2025-08-24,1395,4.54,21,1072.8,2.67,0.64,0,1397,1478,1200-1400,2
Drill_Endeavour_,2025-09-07,1385,4.58,22,1066.7,3.33,0.643,0,1397,1478,1200-1400,12
checkagain,2024-05-20,1590,0.73,23,1154.1,0.33,0.481,0,1512,1512,1400-1600,-78
TakaiShenshi,2021-05-02,1165,4.6,15,1032.0,1.67,0.679,0,1350,1319,800-1200,185
TakaiShenshi,2021-07-03,1318,4.27,23,1098.4,3.67,0.603,0,1319,1441,1200-1400,1
TakaiShenshi,2021-08-09,1341,5.01,26,1148.0,4.33,0.628,0,1319,1474,1200-1400,-22
TakaiShenshi,2021-12-18,1434,3.47,29,1121.1,1.33,0.649,0,1426,1517,1400-1600,-8
TakaiShenshi,2022-05-08,1426,2.81,29,1137.8,0.33,0.658,0,1462,1462,1400-1600,36
pearlz,2021-02-05,970,0.65,13,866.7,1.0,0.572,0,1285,1376,800-1200,315
pearlz,2021-03-18,1135,3.05,20,986.4,3.67,0.56,0,1422,1309,800-1200,287
pearlz,2021-05-24,1324,5.02,26,1019.9,3.67,0.596,0,1323,1418,1200-1400,-1
pearlz,2021-07-30,1427,6.9,29,1074.5,4.33,0.609,0,1416,1417,1400-1600,-11
pearlz,2021-09-12,1296,7.0,29,1083.3,5.0,0.607,0,1374,1450,1200-1400,78
KartiK_NitKKR,2025-10-19,1151,5.08,23,951.6,1.67,0.596,0,1450,1386,800-1200,299
KartiK_NitKKR,2025-11-20,1307,5.9,25,1069.5,3.0,0.594,0,1339,1542,1200-1400,32
KartiK_NitKKR,2025-12-23,1408,6.03,28,1110.2,3.67,0.594,0,1440,1508,1400-1600,32
KartiK_NitKKR,2026-01-12,1371,6.23,29,1137.5,4.0,0.594,0,1386,1508,1200-1400,15
KartiK_NitKKR,2026-02-08,1389,6.92,31,1172.6,4.33,0.592,0,1518,1508,1200-1400,129
avoca9o,2022-06-12,1413,7.02,17,1033.3,1.67,0.75,0,1500,1515,1400-1600,87
avoca9o,2022-06-25,1521,6.78,18,1013.3,2.67,0.681,0,1500,1515,1400-1600,-21
avoca9o,2022-07-08,1381,6.05,20,1028.9,3.67,0.632,0,1515,1515,1200-1400,134
avoca9o,2022-07-15,1318,7.01,20,1027.5,4.67,0.656,0,1515,1515,1200-1400,197
avoca9o,2022-07-21,1395,7.13,22,1022.4,5.67,0.662,0,1515,1515,1200-1400,120
100.00,2024-12-19,967,0.84,21,1103.9,0.0,0.396,0,975,975,800-1200,8
100.00,2025-01-26,878,0.8,24,1092.5,0.67,0.39,0,975,1163,800-1200,97
100.00,2025-08-21,1163,0.77,26,1104.2,0.33,0.403,0,981,1392,800-1200,-182
100.00,2025-08-28,981,0.79,26,1093.3,1.0,0.404,0,981,1392,800-1200,0
aditya0610,2022-09-12,941,5.22,13,837.0,1.67,0.571,0,1279,1331,800-1200,338
aditya0610,2022-11-25,1227,12.19,24,962.0,7.67,0.563,0,1291,1411,1200-1400,64
aditya0610,2023-03-31,1289,11.17,32,1083.0,5.33,0.587,0,1461,1524,1200-1400,172
aditya0610,2023-10-28,1490,8.45,34,1105.6,2.33,0.599,0,1433,1630,1400-1600,-57
aditya0610,2024-03-05,1604,7.86,34,1118.3,4.67,0.606,0,1630,1551,1600-1900,26
tarikul_uthso,2018-12-04,1027,3.26,18,905.6,1.67,0.59,0,831,788,800-1200,-196
tarikul_uthso,2019-11-27,781,3.68,24,872.8,1.0,0.573,0,798,798,<800,17
tarikul_uthso,2022-12-11,573,2.25,27,859.0,1.33,0.58,0,790,644,<800,217
tarikul_uthso,2023-04-02,620,2.28,27,857.7,2.67,0.577,0,644,693,<800,24
tarikul_uthso,2025-09-09,660,1.88,30,852.8,0.67,0.565,0,1482,1507,<800,822
nghoangphu,2015-01-12,1583,2.46,18,1337.5,1.0,0.581,0,1745,1739,1400-1600,162
nghoangphu,2015-11-05,1710,1.34,23,1346.0,0.67,0.592,0,1742,1784,1600-1900,32
nghoangphu,2016-08-07,1730,1.26,25,1275.0,0.67,0.599,0,1777,1642,1600-1900,47
nghoangphu,2016-09-23,1657,1.36,26,1257.5,2.67,0.611,0,1641,1642,1600-1900,-16
nghoangphu,2016-10-17,1801,1.58,28,1297.4,4.33,0.62,0,1642,1642,1600-1900,-159
MayankGaurav,2025-01-04,1140,7.38,21,1030.1,1.67,0.591,0,1206,1483,800-1200,66
MayankGaurav,2025-03-17,1335,6.73,27,1070.1,5.0,0.577,0,1328,1517,1200-1400,-7
MayankGaurav,2025-06-21,1328,7.32,31,1140.0,2.67,0.588,1,1416,1448,1200-1400,88
MayankGaurav,2025-08-10,1472,8.18,32,1188.2,4.67,0.589,1,1340,1368,1400-1600,-132
MayankGaurav,2025-11-14,1445,7.24,33,1191.5,3.33,0.594,1,1466,1438,1400-1600,21
harshit_3024,2025-04-13,1011,1.94,22,946.9,1.67,0.575,1,761,1207,800-1200,-250
harshit_3024,2025-06-15,975,2.02,22,973.9,2.67,0.582,1,900,1440,800-1200,-75
harshit_3024,2025-07-01,879,2.97,22,945.9,2.67,0.568,0,1140,1606,800-1200,261
harshit_3024,2025-07-17,761,3.82,23,946.3,2.67,0.567,0,1207,1610,<800,446
harshit_3024,2025-09-25,900,4.32,26,960.2,2.0,0.567,0,1527,1631,800-1200,627
Au_3,2021-07-07,1121,3.16,14,887.9,1.67,0.624,0,1391,1391,800-1200,270
Au_3,2022-03-31,1267,7.83,28,1022.0,1.67,0.613,0,1270,1270,1200-1400,3
Au_3,2022-05-08,1289,8.6,29,1040.6,3.33,0.612,0,1257,1313,1200-1400,-32
Au_3,2022-07-08,1179,9.08,29,1058.8,3.67,0.61,0,1270,1313,800-1200,91
Svivl,2023-08-05,1257,3.03,16,961.5,1.67,0.759,0,1461,1483,1200-1400,204
Svivl,2023-09-10,1568,3.07,19,1051.7,3.33,0.774,0,1461,1476,1400-1600,-107
Svivl,2023-12-23,1461,3.54,21,1182.6,0.67,0.654,0,1542,1593,1400-1600,81
Svivl,2024-03-15,1544,3.82,22,1152.2,1.67,0.599,0,1593,1618,1400-1600,49
Svivl,2024-04-21,1661,3.67,22,1138.3,2.67,0.593,1,1593,1629,1600-1900,-68
gakkigakki,2020-11-21,1269,0.56,13,1055.6,1.0,0.731,0,1406,1346,1200-1400,137
gakkigakki,2021-03-29,1328,0.68,15,1091.2,1.0,0.669,0,1290,1306,1200-1400,-38
gakkigakki,2021-06-06,1255,0.83,20,1082.0,2.33,0.675,0,1285,1418,1200-1400,30
gakkigakki,2023-09-25,1413,0.56,27,1102.1,0.33,0.665,0,1415,1421,1400-1600,2
gakkigakki,2024-04-27,1496,0.73,27,1145.3,0.33,0.668,0,1521,1527,1400-1600,25
1000Face,2025-04-24,1036,9.08,29,940.7,0.67,0.442,0,1265,1495,800-1200,229
1000Face,2025-05-24,1108,10.22,31,1006.3,1.67,0.46,0,1326,1480,800-1200,218
1000Face,2025-07-19,1188,10.5,31,1059.2,2.67,0.471,0,1513,1501,800-1200,325
1000Face,2025-08-10,1281,11.53,31,1038.8,3.0,0.485,0,1460,1501,1200-1400,179
1000Face,2025-09-21,1454,11.65,32,1095.3,3.0,0.49,0,1426,1502,1400-1600,-28
Masteyyy_,2025-06-08,1555,8.87,21,1350.0,1.67,0.682,0,1502,1502,1400-1600,-53
gustaaragao,2026-01-07,1124,4.09,27,1085.0,0.67,0.532,0,1501,1502,800-1200,377
Goodbye_Daitoumeimei,2025-07-01,1421,1.0,28,1391.6,0.0,0.597,0,1510,1478,1400-1600,89
darkriser,2015-11-05,1637,1.27,17,1383.9,1.33,0.649,0,1555,1460,1600-1900,-82
Treow,2025-10-06,1383,9.31,22,1525.0,1.67,0.609,0,1447,1551,1200-1400,64
Treow,2025-10-19,1451,9.78,25,1548.2,2.67,0.644,0,1420,1538,1400-1600,-31
Treow,2025-12-19,1492,8.1,28,1635.7,3.0,0.608,0,1640,1500,1400-1600,148
Treow,2026-01-25,1435,11.1,29,1570.0,1.67,0.595,0,1621,1500,1400-1600,186
Treow,2026-02-11,1490,11.46,30,1547.5,2.67,0.591,0,1567,1500,1400-1600,77
prasanna.kulkarni0803,2024-08-20,795,0.58,14,876.9,2.33,0.754,1,1058,1114,<800,263
prasanna.kulkarni0803,2025-03-17,1114,0.86,17,917.8,1.0,0.686,0,1150,1225,800-1200,36
prasanna.kulkarni0803,2025-07-31,1129,2.09,21,929.5,1.33,0.532,0,1342,1463,800-1200,213
prasanna.kulkarni0803,2025-09-17,1242,2.21,23,933.5,3.33,0.547,0,1299,1373,1200-1400,57
ILAJ451,2025-03-29,1093,0.97,12,895.0,2.33,0.639,0,1199,1281,800-1200,106
ILAJ451,2025-06-21,1128,0.74,13,900.0,1.0,0.661,0,1281,1397,800-1200,153
ILAJ451,2025-07-01,1199,0.91,15,922.6,1.0,0.66,0,1281,1397,800-1200,82
ILAJ451,2025-07-06,1253,1.07,16,945.9,1.67,0.676,0,1281,1397,1200-1400,28
flyingsensei,2025-12-06,1211,1.67,12,1000.0,1.67,0.684,0,1379,1411,1200-1400,168
flyingsensei,2025-12-29,1338,2.03,15,1024.0,2.67,0.691,0,1392,1499,1200-1400,54
flyingsensei,2026-01-23,1486,2.46,17,1033.3,3.33,0.72,0,1477,1499,1400-1600,-9
flyingsensei,2026-02-11,1457,2.9,21,1031.5,4.0,0.706,0,1430,1499,1400-1600,-27
flyingsensei,2026-02-26,1361,2.94,22,1027.9,4.67,0.711,0,1388,1499,1200-1400,27
Bstar52,2023-07-06,1081,0.78,18,905.0,1.67,0.628,1,1085,1365,800-1200,4
Bstar52,2023-12-03,1119,1.59,21,947.4,1.33,0.664,0,1317,1388,800-1200,198
Bstar52,2025-06-03,1516,1.76,30,1073.9,5.0,0.654,1,1682,1323,1400-1600,166
Bstar52,2025-09-15,1588,2.3,31,1109.9,5.33,0.662,1,1461,1527,1400-1600,-127
Aslan_Aslanli,2025-03-10,1065,4.48,23,993.3,1.67,0.575,0,1233,1233,800-1200,168
Aslan_Aslanli,2025-03-25,1195,7.02,26,1002.2,2.33,0.548,1,1233,1233,800-1200,38
Aslan_Aslanli,2025-04-05,1102,7.61,29,1017.1,3.0,0.531,0,1233,1233,800-1200,131
Aslan_Aslanli,2025-04-13,1074,8.44,29,1021.5,3.67,0.538,0,1233,1233,800-1200,159
Aslan_Aslanli,2025-04-21,1209,10.17,29,1052.2,4.0,0.536,0,1233,1233,1200-1400,24
aswad2,2019-06-05,1334,3.71,22,931.4,0.67,0.52,0,1389,1399,1200-1400,55
aswad2,2019-07-22,1205,4.08,24,968.0,2.33,0.536,0,1389,1379,1200-1400,184
aswad2,2020-04-12,1375,4.68,30,1068.4,0.67,0.533,0,1523,1523,1200-1400,148
aswad2,2020-04-26,1524,5.15,31,1074.3,2.33,0.537,0,1523,1523,1400-1600,-1
thehandsome,2025-11-23,1218,9.44,30,1372.6,0.0,0.596,0,1477,1497,1200-1400,259
SanjarAlgo,2026-01-12,1479,28.77,29,974.0,1.67,0.534,0,2145,1496,1400-1600,666
SanjarAlgo,2026-01-29,1484,30.19,29,1021.6,3.0,0.549,0,1583,1496,1400-1600,99
SanjarAlgo,2026-02-23,1613,27.74,31,1059.5,4.33,0.562,0,1252,1496,1600-1900,-361
SanjarAlgo,2026-03-14,1957,24.73,34,1078.7,5.33,0.55,0,1376,1496,1900-2100,-581
SanjarAlgo,2026-04-07,2041,21.88,35,1095.8,5.67,0.55,0,1496,1496,1900-2100,-545
papabless,2019-01-04,1268,0.47,18,978.6,1.33,0.681,0,1160,1214,1200-1400,-108
papabless,2019-03-08,1221,0.62,21,1007.6,4.33,0.69,0,1207,1389,1200-1400,-14
papabless,2019-04-18,1374,1.1,25,1084.5,4.67,0.627,0,1291,1407,1200-1400,-83
papabless,2019-06-05,1229,1.22,28,1105.2,6.0,0.628,0,1389,1496,1200-1400,160
papabless,2019-07-17,1267,1.44,28,1108.0,6.0,0.623,0,1407,1496,1200-1400,140
KAPawa,2025-09-24,1252,1.4,18,1023.5,1.67,0.698,0,1255,1255,1200-1400,3
fortynine60,2025-07-27,1687,7.96,21,1202.4,1.67,0.64,0,1687,1635,1600-1900,0
Joker_Shreyas,2024-06-23,1070,0.39,15,868.2,1.67,0.716,1,1188,1202,800-1200,118
Joker_Shreyas,2024-07-30,1159,0.67,19,973.2,2.67,0.669,0,1188,1198,800-1200,29
Joker_Shreyas,2024-09-21,1167,0.99,24,1007.6,2.0,0.618,0,1202,1189,800-1200,35
Joker_Shreyas,2024-12-22,1202,1.05,24,1017.9,0.67,0.631,0,1189,1458,1200-1400,-13
Joker_Shreyas,2025-02-11,1198,1.13,24,1023.2,1.67,0.641,0,1130,1494,800-1200,-68
cate..,2025-02-09,996,3.34,14,909.1,1.67,0.74,0,1161,1231,800-1200,165
cate..,2025-02-18,907,5.69,16,938.5,2.67,0.655,0,1234,1248,800-1200,327
cate..,2025-04-21,981,8.26,25,1102.7,2.67,0.566,0,1231,1271,800-1200,250
cate..,2025-05-17,1161,9.21,25,1122.6,2.0,0.556,0,1248,1271,800-1200,87
cate..,2025-05-31,1185,9.66,29,1158.1,2.33,0.563,0,1308,1293,800-1200,123
Blazing_Flame,2023-08-07,1031,11.69,19,891.4,1.67,0.634,0,1017,1239,800-1200,-14
Blazing_Flame,2023-12-18,1082,5.87,22,1004.7,2.33,0.638,0,1286,1308,800-1200,204
Blazing_Flame,2024-03-01,1240,6.57,23,1055.6,6.33,0.637,0,1161,1327,1200-1400,-79
Blazing_Flame,2024-08-06,1219,5.37,26,1069.3,3.33,0.637,0,1238,1414,1200-1400,19
Blazing_Flame,2025-01-26,1373,5.16,28,1094.9,3.33,0.635,0,1470,1469,1200-1400,97
camnhungcute,2024-06-06,1321,6.99,22,1368.6,1.67,0.599,0,988,998,1200-1400,-333
camnhungcute,2024-07-26,1086,5.59,25,1457.4,2.67,0.61,0,998,891,800-1200,-88
camnhungcute,2024-08-15,1121,5.2,25,1425.6,2.67,0.595,0,998,891,800-1200,-123
camnhungcute,2024-12-20,998,2.9,27,1468.4,0.33,0.596,0,891,1164,800-1200,-107
camnhungcute,2025-03-22,891,2.2,29,1479.8,0.67,0.597,0,1164,1164,800-1200,273
Soham2008,2026-01-12,906,1.49,16,907.7,1.0,0.649,0,1156,1491,800-1200,250
Soham2008,2026-01-23,915,1.89,16,930.6,1.0,0.657,0,1156,1491,800-1200,241
