handle,snapshot_date,current_rating,solve_rate_per_week,tag_diversity,avg_problem_rating,contest_frequency,consistency_score,weak_tag_count,rating_volatility,recent_performance,total_ac_count,label_3m,label_6m
AdiSG_07,2024-06-23,1214,14.0,22,964.2,0.33,0.659,0,127.9,121.6,302,1322,1322
AdiSG_07,2024-07-11,1134,13.46,22,968.3,0.67,0.654,0,144.5,16.0,325,1322,1322
AdiSG_07,2024-07-26,1070,12.63,23,967.5,1.33,0.651,0,126.9,-38.0,332,1322,1322
AdiSG_07,2024-07-30,1198,12.62,23,969.0,2.0,0.653,0,107.9,12.0,339,1322,1322
raghavgyl07,2025-01-22,944,7.89,20,842.6,1.67,0.478,0,106.9,188.8,108,976,960
raghavgyl07,2025-03-25,942,7.09,22,840.0,2.0,0.496,0,125.6,37.2,160,944,1094
raghavgyl07,2025-07-17,944,5.17,26,859.2,0.67,0.501,0,84.9,6.4,201,1094,1213
raghavgyl07,2025-08-26,1058,4.94,26,879.1,1.33,0.505,0,36.0,16.4,220,1196,1112
raghavgyl07,2025-10-28,1094,4.31,26,883.1,1.67,0.508,0,31.3,26.8,231,1108,1112
Greninja_007,2024-02-06,1021,0.42,15,890.0,1.33,0.601,0,112.1,204.2,10,1189,1189
abdheshdash8,2023-02-01,929,5.74,9,828.6,1.67,0.593,0,120.5,185.8,14,734,604
abdheshdash8,2023-08-17,893,1.9,20,856.9,2.67,0.605,0,92.7,40.4,58,1182,1268
abdheshdash8,2023-10-22,915,3.15,22,924.6,5.67,0.604,0,69.9,-51.4,126,1177,1181
abdheshdash8,2024-01-30,1177,4.22,25,998.3,4.0,0.63,0,50.6,21.6,229,1181,1258
abdheshdash8,2024-04-13,1178,4.67,26,1029.8,4.67,0.638,0,34.6,-7.0,303,1258,1154
parthesh28,2025-09-25,913,13.45,13,863.0,1.67,0.503,0,151.2,182.6,46,990,1023
parthesh28,2025-10-06,951,11.52,14,896.4,2.0,0.511,0,148.2,108.0,56,990,1023
parthesh28,2025-10-06,993,11.42,14,894.7,2.33,0.51,0,143.1,59.0,57,990,1023
parthesh28,2025-10-10,920,11.15,15,900.0,2.67,0.515,0,151.6,12.4,62,990,1270
D0OMoP,2023-12-19,835,11.14,17,802.9,1.67,0.677,0,126.2,167.0,70,1004,1238
D0OMoP,2024-02-11,822,10.96,21,869.9,5.0,0.607,0,44.8,-6.2,153,1276,1168
D0OMoP,2024-03-11,942,11.41,24,868.6,7.33,0.615,0,52.5,-4.4,207,1254,1207
D0OMoP,2024-05-17,1276,13.14,25,889.6,5.67,0.574,0,44.3,19.0,364,1239,1282
D0OMoP,2024-07-28,1261,14.18,27,957.1,4.0,0.567,0,31.0,-0.4,539,1282,1282
pransh_8,2022-10-15,1019,4.34,16,872.5,1.67,0.574,0,121.9,203.8,40,845,1009
pransh_8,2023-06-18,1247,3.48,27,959.6,4.33,0.606,0,58.6,53.4,154,1310,1349
pransh_8,2023-08-24,1264,4.27,27,962.1,7.33,0.605,0,42.3,16.6,230,1349,1409
pransh_8,2023-12-16,1349,4.49,29,986.5,4.0,0.603,0,44.3,16.4,315,1360,1432
pransh_8,2024-08-15,1402,3.75,29,987.5,0.33,0.61,0,50.5,8.4,393,1415,1416
HajdeIk,2024-11-02,1110,24.33,19,976.3,1.67,0.631,0,114.4,222.0,38,1100,1065
HajdeIk,2025-01-19,1147,3.93,20,952.0,2.33,0.601,0,133.6,88.2,50,1065,1028
HajdeIk,2025-03-29,1079,2.93,21,921.2,0.67,0.619,0,143.8,12.4,66,1031,1346
HajdeIk,2025-06-12,1154,3.19,21,896.2,1.0,0.652,0,101.4,2.4,106,1277,1235
HajdeIk,2025-06-21,1142,3.44,21,900.0,1.67,0.654,0,61.0,8.4,119,1301,1235
good_slime,2025-06-17,1091,7.22,23,1000.0,1.33,0.525,0,135.7,218.2,185,1175,1268
9Shdqm13,2024-10-24,916,1.09,13,942.1,1.67,0.676,0,134.4,183.2,19,975,1258
9Shdqm13,2025-02-28,1015,1.32,18,1042.6,1.0,0.604,0,44.2,7.0,47,1196,1269
9Shdqm13,2025-04-21,1234,2.21,25,1138.9,3.0,0.607,0,38.9,16.8,95,1218,1340
9Shdqm13,2025-05-26,1155,2.9,25,1175.5,5.67,0.636,0,37.9,-20.4,139,1269,1224
9Shdqm13,2025-07-27,1148,3.43,27,1185.1,4.0,0.647,0,54.5,-21.0,195,1243,1267
Pranav-Bhat,2024-09-14,976,0.87,17,904.3,1.33,0.628,0,94.1,195.2,46,984,984
Pranav-Bhat,2025-09-24,992,0.76,19,901.2,0.0,0.632,0,119.1,43.4,81,1209,1269
Pranav-Bhat,2025-10-12,1021,1.07,19,925.6,0.33,0.629,0,116.2,36.2,117,1217,1269
jeet5,2025-06-17,1195,6.2,18,888.8,1.67,0.651,0,98.6,239.0,80,1154,1210
jeet5,2025-06-23,1175,7.13,18,910.2,2.0,0.645,0,132.0,153.2,98,1154,1210
jeet5,2025-07-17,1235,7.04,18,930.6,2.0,0.608,0,131.1,109.8,121,1097,1276
jeet5,2025-08-21,1230,5.86,18,931.5,2.33,0.608,0,136.6,67.0,130,1057,1267
saimineesh_786,2021-07-11,1194,7.36,22,993.5,1.67,0.568,0,135.2,238.8,93,1227,1227
darkbronzer,2024-05-17,1034,0.91,16,848.3,0.0,0.582,0,117.5,206.8,29,1072,1241
darkbronzer,2024-06-03,971,0.91,16,845.2,0.33,0.59,0,147.0,114.0,31,1072,1241
darkbronzer,2024-06-06,933,0.95,16,842.4,0.67,0.585,0,153.0,58.0,33,1072,1241
darkbronzer,2024-06-23,925,1.13,17,888.1,1.0,0.586,0,150.6,15.0,42,1074,1241
darkbronzer,2024-06-25,924,1.21,17,902.2,1.33,0.589,0,146.6,-12.2,45,1074,1241
Bugmakerr,2024-11-17,1213,3.71,12,875.0,1.67,0.739,1,86.2,242.6,8,1261,1264
abrakadbra,2022-06-19,952,0.73,16,970.0,1.67,0.75,0,102.7,190.4,12,841,845
abrakadbra,2022-08-06,900,0.6,16,975.0,2.0,0.758,0,130.2,109.8,14,845,845
abrakadbra,2022-09-08,800,0.57,16,950.0,1.33,0.745,0,149.0,37.8,16,845,845
abrakadbra,2023-03-23,845,0.46,18,978.3,0.0,0.635,0,137.1,-9.6,26,1046,1046
NickGritsaev,2024-10-24,872,0.42,15,815.9,0.33,0.586,0,115.7,174.4,56,814,836
NickGritsaev,2025-01-19,840,0.39,15,815.6,0.33,0.585,0,130.6,96.4,57,836,902
er.abhijeet,2023-12-28,1019,2.26,14,865.2,1.67,0.612,0,111.0,203.8,23,1031,1223
er.abhijeet,2024-01-18,1022,2.28,15,860.0,3.0,0.625,0,131.6,15.8,30,1187,1223
er.abhijeet,2024-02-15,783,2.22,16,852.6,4.33,0.632,1,63.2,-47.2,38,1001,1223
er.abhijeet,2024-03-05,1046,2.21,16,852.3,5.33,0.642,1,66.2,31.4,44,1001,1223
er.abhijeet,2024-04-06,1031,2.17,20,855.8,4.67,0.651,1,58.9,6.4,53,1223,1138
MohitAgrawal32,2023-04-24,881,6.58,15,938.1,1.33,0.596,0,106.4,176.2,109,873,873
MohitAgrawal32,2024-06-11,873,1.92,19,929.1,0.0,0.598,0,121.8,56.4,145,1088,1209
MohitAgrawal32,2024-07-07,927,2.08,19,931.1,0.33,0.595,0,116.3,41.4,165,1102,1209
MohitAgrawal32,2024-08-13,934,2.36,20,932.7,0.67,0.604,0,114.8,26.2,200,1196,1262
devesh041,2025-02-09,1079,0.81,17,847.4,0.33,0.642,1,102.8,215.8,19,1165,1166
devesh041,2025-03-25,1108,1.82,20,853.7,0.67,0.557,0,134.8,89.8,54,1165,1176
devesh041,2025-04-13,1068,2.16,20,872.9,1.33,0.576,0,140.1,26.4,70,1183,1176
devesh041,2025-07-27,1183,2.28,20,916.7,0.33,0.594,0,100.0,36.0,108,1176,1151
devesh041,2025-08-10,1166,2.33,21,921.7,1.0,0.597,0,71.3,16.4,115,1028,1248
Suraj_Prajapati_7,2025-03-22,809,0.65,16,815.4,1.67,0.655,0,130.3,-2.2,13,922,1101
Suraj_Prajapati_7,2025-04-24,843,0.97,17,837.5,2.33,0.687,0,63.7,1.4,24,913,1101
Suraj_Prajapati_7,2025-07-01,922,0.99,19,841.2,2.0,0.713,0,56.6,24.6,34,1101,1101
Suraj_Prajapati_7,2025-08-24,993,1.09,19,845.7,2.33,0.706,0,38.5,13.4,46,1101,1197
ramangautam0037,2024-06-11,916,22.71,17,845.2,1.67,0.672,0,117.2,183.2,62,769,563
ramangautam0037,2024-07-30,855,12.23,18,868.1,3.33,0.646,0,129.7,-12.2,119,737,722
ramangautam0037,2024-09-01,756,10.11,19,878.8,4.0,0.643,0,25.7,-19.8,146,563,959
ramangautam0037,2024-12-19,563,5.03,19,876.2,1.33,0.634,0,44.0,-38.6,151,959,1074
ramangautam0037,2025-01-26,722,4.49,19,872.3,2.33,0.626,0,60.2,31.8,159,1074,1074
abdelrahman_wael1029,2022-04-21,1002,7.84,23,880.4,1.67,0.619,1,135.4,200.4,153,1075,1413
abdelrahman_wael1029,2022-06-03,999,8.62,26,916.7,4.67,0.62,0,64.6,19.2,221,1243,1293
abdelrahman_wael1029,2022-07-31,1064,9.87,28,964.1,5.67,0.633,0,54.9,36.8,335,1293,1353
abdelrahman_wael1029,2022-10-07,1300,12.21,30,1034.8,4.0,0.619,0,36.3,11.4,533,1397,1449
abdelrahman_wael1029,2023-01-27,1353,12.0,34,1106.3,2.0,0.605,0,59.3,5.4,716,1449,1470
sagitarriuspkt,2025-10-28,1097,3.46,24,1243.6,1.33,0.588,0,147.3,219.4,94,1359,1260
Khina,2014-03-10,1185,4.91,13,1162.5,1.67,0.581,1,586.1,237.0,40,1276,1276
Khina,2015-02-18,1395,3.72,25,1100.6,0.33,0.58,0,105.0,23.8,213,1479,1479
Khina,2016-03-26,1660,5.09,29,1189.9,1.67,0.563,0,37.9,21.4,584,1531,1607
Khina,2016-10-31,1576,4.86,31,1193.1,2.33,0.556,0,83.4,-6.2,710,1604,1593
Khina,2017-02-08,1604,5.07,33,1197.9,3.67,0.548,0,58.4,-10.2,812,1593,1593
rutva_0607,2025-01-17,1076,13.84,23,936.5,1.67,0.644,0,127.5,215.2,178,1149,1149
Hitclyr_Wncr,2023-07-06,1181,1.27,27,1760.9,0.67,0.581,0,98.4,236.2,69,1092,1187
Artin_Zer0,2025-09-21,1243,242.21,32,990.7,1.67,0.43,0,128.7,248.6,466,1153,1254
Artin_Zer0,2025-10-12,1071,109.03,32,1002.4,4.0,0.336,0,89.7,-20.2,537,1235,1203
Artin_Zer0,2025-11-14,1061,73.78,33,1042.7,6.33,0.316,0,51.4,-3.4,711,1262,1285
Artin_Zer0,2025-12-11,1153,61.58,33,1056.6,8.33,0.312,0,59.3,9.2,831,1254,1276
Artin_Zer0,2026-01-29,1235,47.61,34,1075.5,5.33,0.311,0,50.6,16.4,976,1276,1256
Tayzziront,2025-04-08,1033,3.13,16,866.7,1.67,0.744,1,103.1,206.6,13,970,954
Tayzziront,2025-04-24,1054,2.8,17,858.8,2.33,0.75,1,124.4,83.2,18,998,1127
Tayzziront,2025-06-23,1035,1.73,19,896.0,2.33,0.759,1,128.6,22.0,26,954,1259
Tayzziront,2025-07-05,1071,1.67,19,888.9,2.0,0.726,1,95.7,3.0,28,954,1303
Tayzziront,2025-09-07,998,1.28,20,890.6,1.33,0.734,1,74.4,-5.8,33,1259,1303
gyanv,2021-05-07,1020,0.43,10,862.5,0.67,0.766,0,109.2,204.0,8,794,794
gyanv,2021-06-25,816,0.59,12,833.3,3.0,0.739,0,95.7,-24.8,15,794,794
gyanv,2022-03-31,950,0.87,20,936.8,0.0,0.623,0,61.0,22.8,57,1009,946
gyanv,2024-12-28,907,0.37,22,942.3,0.0,0.634,0,64.1,-20.4,78,1075,1153
gyanv,2025-06-17,1149,0.71,25,907.3,0.33,0.498,0,40.1,36.2,165,1188,1259
_yuzukii,2023-07-25,1031,2.86,25,1128.3,1.33,0.617,1,107.6,206.2,56,1045,1082
_yuzukii,2023-09-07,908,2.9,25,1116.7,2.33,0.622,1,152.1,14.4,75,1082,1077
_yuzukii,2023-11-26,1045,2.76,26,1111.0,1.0,0.62,1,112.3,16.2,103,1077,1216
_yuzukii,2024-03-15,1077,2.36,26,1113.1,0.33,0.608,1,72.3,25.4,125,1216,1320
_yuzukii,2024-04-06,1160,2.49,26,1119.0,1.33,0.607,1,28.9,13.0,140,1355,1320
pavan_potluri,2024-01-13,891,1.87,11,851.3,1.67,0.495,0,115.0,178.2,39,753,1056
pavan_potluri,2024-02-15,732,1.6,12,861.0,2.0,0.487,0,152.4,28.2,41,753,971
pavan_potluri,2024-03-01,754,1.55,12,858.1,2.67,0.481,0,141.3,-8.4,43,706,971
pavan_potluri,2024-03-16,851,1.67,13,862.0,3.33,0.49,0,92.8,2.4,50,1076,971
pavan_potluri,2024-05-20,753,1.38,13,872.2,1.67,0.492,0,67.9,10.4,54,971,971
Kirill736,2024-04-08,1086,0.58,15,908.9,0.33,0.685,1,105.3,217.2,47,1212,1252
Kirill736,2024-06-11,1120,0.64,16,914.3,1.0,0.642,0,127.2,98.2,58,1182,1283
Kirill736,2024-06-27,1265,0.68,17,923.0,1.33,0.639,0,118.0,71.0,63,1252,1283
Kirill736,2024-07-11,1212,0.72,17,924.2,1.67,0.647,0,102.0,18.6,68,1305,1283
Kirill736,2024-07-20,1246,0.75,19,928.6,2.33,0.648,0,58.2,9.0,72,1369,1283
anushkarajput,2024-11-30,792,1.33,13,822.7,2.0,0.664,0,130.0,42.6,22,1253,1253
anushkarajput,2024-12-05,941,1.33,13,821.7,2.33,0.665,0,122.1,45.2,23,1253,1253
anushkarajput,2024-12-08,917,1.47,14,842.3,2.67,0.673,0,123.5,26.8,26,1253,1253
sayantan259,2023-03-09,1115,5.15,17,871.0,1.33,0.658,0,113.8,223.0,93,1124,1124
sayantan259,2023-03-26,1095,6.88,21,907.8,2.0,0.608,0,142.6,91.0,141,1124,1124
sayantan259,2024-04-12,1150,2.33,22,922.2,0.33,0.59,0,108.3,8.0,175,1169,1295
sayantan259,2024-06-23,1073,2.14,23,924.6,1.0,0.595,0,52.6,-11.0,183,1295,1295
lm2487,2019-09-15,1041,1.19,11,1009.1,1.67,0.74,0,590.3,208.2,11,950,1213
lm2487,2019-12-19,1011,1.79,16,1078.0,2.67,0.683,0,58.8,-8.0,41,1213,1436
lm2487,2020-01-22,1208,3.14,23,1137.9,5.33,0.627,0,70.2,34.0,87,1262,1436
lm2487,2020-05-09,1262,5.12,26,1235.7,2.33,0.571,0,47.9,8.6,221,1436,1436
lm2487,2022-03-27,1234,3.23,32,1209.2,0.67,0.6,0,59.9,-20.4,457,1339,1339
viratx11,2025-06-17,944,2.83,23,885.1,0.33,0.531,0,97.3,188.8,154,1306,1306
Soumya26,2025-06-21,988,8.93,14,1054.5,1.67,0.718,0,114.1,197.6,23,1195,1195
Soumya26,2025-07-05,1076,10.49,19,1121.3,2.67,0.522,0,127.1,50.4,48,1195,1248
Soumya26,2025-07-19,1170,10.79,19,1134.3,3.67,0.544,0,84.9,13.6,71,1195,1397
Soumya26,2025-08-07,1088,9.57,20,1125.0,4.67,0.557,0,51.6,-5.4,89,1195,1280
Soumya26,2025-12-23,1164,3.96,20,1099.1,0.33,0.57,0,44.2,11.6,115,1202,1251
playboycigarette,2022-01-30,1182,1.61,14,986.7,1.67,0.766,0,184.6,236.4,15,1408,1255
playboycigarette,2022-02-20,1394,1.7,14,985.7,2.0,0.754,0,168.7,165.8,21,1408,1269
playboycigarette,2022-03-08,1314,1.85,16,985.2,2.0,0.75,0,190.7,92.4,27,1334,1189
playboycigarette,2022-03-27,1351,1.67,16,972.4,1.33,0.749,0,185.2,62.2,29,1267,1189
playboycigarette,2022-04-21,1352,1.87,17,989.7,1.67,0.643,0,182.4,40.8,39,1267,1157
AnmolPipara__404,2026-01-18,1026,2.38,22,947.2,0.67,0.569,0,114.2,205.2,125,1249,1249
Raman20,2024-05-10,863,2.75,12,937.8,1.33,0.672,0,131.6,172.6,37,1003,992
Raman20,2024-06-23,935,2.89,15,956.1,2.0,0.649,0,127.0,14.4,57,992,1170
Raman20,2024-08-10,1003,2.75,17,975.3,3.0,0.648,0,41.0,13.6,73,992,1170
Raman20,2025-06-17,1169,2.69,24,1096.3,1.33,0.629,0,69.5,20.6,191,1257,1249
chandravanshi333,2024-08-25,764,3.31,12,821.1,1.67,0.558,0,129.9,152.8,38,662,582
chandravanshi333,2024-10-14,698,3.12,15,817.2,2.67,0.552,0,141.1,-6.4,58,680,634
chandravanshi333,2024-11-17,670,3.15,16,823.0,2.0,0.553,0,97.5,-35.8,74,582,634
chandravanshi333,2025-01-26,591,2.57,16,824.4,1.33,0.56,0,59.7,-24.6,86,634,634
salmamuhd15,2025-02-09,950,5.01,14,820.0,1.67,0.624,0,107.4,190.0,55,1249,1249
respavik,2026-01-07,1239,5.67,26,1250.0,1.0,0.635,0,125.9,247.8,159,1291,1247
sniper2_45,2024-08-10,1086,0.27,15,905.9,1.0,0.642,0,125.0,217.2,19,1169,1192
Kiseki_,2025-06-21,1094,0.99,20,891.7,0.67,0.57,0,138.7,46.4,48,1086,1233
Kiseki_,2025-07-31,1047,1.13,20,911.5,1.67,0.581,0,107.4,-12.8,61,1087,1333
Kiseki_,2025-10-06,1004,1.16,21,910.8,1.0,0.557,0,35.0,-7.8,74,1300,1385
Kiseki_,2025-11-06,1083,1.19,21,913.6,1.67,0.567,0,36.0,-0.6,81,1333,1385
aryannkumaarr,2025-10-28,840,0.69,17,845.2,0.33,0.524,0,134.9,168.0,42,1078,1089
saiprabhav,2025-01-22,1022,0.93,12,842.9,1.0,0.654,0,113.8,204.4,21,1126,1217
saiprabhav,2025-02-25,1033,0.84,13,839.1,1.67,0.647,0,131.7,75.2,23,1116,1217
saiprabhav,2025-03-10,1002,1.23,16,927.8,2.0,0.639,0,135.5,27.0,36,1005,1217
saiprabhav,2025-03-17,1122,1.29,17,917.9,2.67,0.642,0,93.7,17.6,39,1231,1332
saiprabhav,2025-05-31,1116,1.32,23,963.0,1.33,0.655,0,68.9,26.6,54,1217,1430
HavartzxAnuj,2025-12-19,903,0.83,9,806.2,1.67,0.681,0,118.0,180.6,16,1045,1244
HavartzxAnuj,2025-12-23,859,0.86,9,805.9,2.0,0.683,0,136.4,101.0,17,1045,1244
HavartzxAnuj,2026-01-18,816,1.15,12,885.2,2.33,0.673,0,142.1,41.2,27,1045,1244
re06769,2025-11-20,1039,3.24,13,933.3,1.67,0.646,0,119.5,207.8,19,1142,1244
re06769,2025-11-23,1169,3.51,13,950.0,2.0,0.664,0,112.8,156.8,22,1142,1244
re06769,2025-11-29,1251,3.78,16,960.9,2.33,0.68,0,111.7,116.4,27,1142,1244
re06769,2025-12-05,1228,3.62,16,960.0,2.67,0.683,0,124.0,69.2,29,1142,1244
re06769,2025-12-06,1211,3.82,16,963.0,3.0,0.685,0,128.6,46.4,31,1142,1244
MAX5271,2025-05-17,1252,4.54,22,1024.2,1.67,0.542,0,142.7,250.4,207,1261,1261
bitman,2024-03-22,1151,8.98,19,1218.2,1.67,0.578,0,139.0,230.2,55,1114,1052
bitman,2025-01-22,1079,2.11,23,1191.4,1.0,0.58,0,52.5,-7.0,105,1281,1315
bitman,2025-07-01,1236,3.03,28,1218.2,1.33,0.587,0,51.3,-6.4,220,1287,1288
bitman,2025-11-14,1308,3.73,28,1195.1,1.33,0.583,0,63.0,-1.4,344,1269,1364
bitman,2026-02-08,1320,4.19,28,1189.7,3.67,0.595,0,50.2,-7.2,437,1364,1243
aleC_aleC,2024-10-28,1052,2.86,19,940.6,1.67,0.64,0,116.0,210.4,69,1256,1316
aleC_aleC,2025-01-19,1210,4.11,25,1028.4,4.67,0.634,0,51.5,18.2,148,1266,1280
aleC_aleC,2025-04-19,1288,6.61,30,1118.7,4.0,0.614,0,69.4,-11.2,323,1280,1462
aleC_aleC,2025-08-10,1276,8.08,33,1184.4,2.33,0.584,0,46.2,-3.2,525,1479,1486
aleC_aleC,2025-11-28,1530,9.79,33,1223.2,3.0,0.559,0,64.8,3.0,790,1403,1225
nButane,2026-02-15,1097,1.58,19,911.7,1.0,0.649,0,120.3,219.4,60,1100,1242
ntlamm,2025-05-26,1075,2.2,13,933.3,1.67,0.606,0,163.7,215.0,16,844,1050
ntlamm,2025-06-03,1072,2.14,13,935.3,2.0,0.618,0,170.1,117.4,18,844,1050
ntlamm,2025-06-12,1051,2.06,13,936.8,2.33,0.614,0,172.3,49.0,20,1000,1050
ntlamm,2025-06-17,1008,2.21,13,936.4,2.67,0.631,0,173.4,14.0,23,1000,1050
ntlamm,2025-06-21,1043,2.28,14,933.3,3.0,0.639,0,165.9,8.8,25,1000,1050
123108046,2025-01-04,1124,2.33,14,881.2,1.67,0.681,0,132.0,224.8,16,1197,1193
123108046,2025-01-19,1086,2.44,16,909.1,2.33,0.696,0,158.1,81.0,22,1197,1193
123108046,2025-02-09,1231,2.33,16,942.9,3.0,0.687,0,143.9,23.6,28,1197,1193
123108046,2025-02-25,1132,2.24,17,928.1,3.33,0.695,0,114.5,13.0,32,1240,1193
123108046,2025-03-25,1195,2.13,20,933.3,3.0,0.686,0,75.3,11.2,39,1193,1259
ViadislavROY2012,2024-05-10,996,0.84,16,830.0,1.33,0.707,0,136.6,65.6,21,992,1068
ViadislavROY2012,2024-06-11,1031,1.49,16,828.0,1.33,0.661,0,131.2,20.4,44,1068,1249
ViadislavROY2012,2024-07-07,1015,1.74,18,841.4,2.0,0.656,0,88.0,4.4,58,1068,1249
ViadislavROY2012,2024-07-15,1053,1.92,18,851.4,2.67,0.652,0,55.8,9.0,66,1068,1249
mohamed.ramadan__,2022-06-12,787,6.36,24,881.2,1.33,0.491,0,120.5,157.4,100,709,701
mohamed.ramadan__,2022-11-04,624,5.38,27,863.5,1.67,0.49,0,66.4,-14.6,196,709,885
mohamed.ramadan__,2022-12-18,824,5.57,29,867.9,4.33,0.499,0,58.9,22.2,238,1026,1002
mohamed.ramadan__,2023-02-25,916,5.31,30,873.1,4.33,0.501,0,70.8,16.6,279,944,1232
mohamed.ramadan__,2023-04-08,1011,5.84,31,905.1,5.0,0.505,0,73.5,3.2,342,932,1185
abhi7721,2021-12-28,891,5.19,11,827.6,1.67,0.63,0,113.9,178.2,58,526,810
abhi7721,2022-07-15,1008,5.76,22,940.8,2.67,0.632,0,66.3,63.6,228,1126,1153
abhi7721,2022-10-17,1126,6.37,26,937.6,5.0,0.64,0,34.8,2.4,338,1091,1110
abhi7721,2023-01-10,1159,6.02,26,931.9,6.0,0.643,0,68.9,9.4,392,1110,1236
abhi7721,2023-04-24,1205,5.66,30,938.1,4.67,0.634,0,56.1,-10.8,453,1309,1239
mahdishah,2025-12-05,1173,0.4,19,1018.5,0.67,0.601,0,120.3,234.6,57,1225,1225
yashkhandelwal554,2024-04-08,806,1.69,16,813.3,1.67,0.669,0,125.9,161.2,15,958,1029
yashkhandelwal554,2024-06-11,773,1.61,17,851.7,2.0,0.618,0,125.1,-6.6,29,1032,971
yashkhandelwal554,2024-07-20,959,1.65,19,856.4,3.0,0.612,0,57.0,37.2,39,1029,997
yashkhandelwal554,2024-08-25,1007,1.88,20,864.8,4.0,0.627,0,53.2,9.6,54,1029,990
yashkhandelwal554,2025-02-09,997,1.42,24,869.3,0.67,0.609,0,35.2,-2.0,75,1131,1153
SheeshKabobs,2023-10-22,945,0.71,22,895.2,1.33,0.616,0,139.2,189.0,22,952,992
SheeshKabobs,2024-02-06,846,1.21,25,901.8,1.67,0.652,2,96.5,-23.2,56,992,1118
SheeshKabobs,2024-03-28,1080,1.33,25,891.4,3.67,0.649,2,68.6,24.6,71,1169,1118
SheeshKabobs,2024-06-03,1054,1.36,25,901.2,2.67,0.637,3,83.7,-6.2,86,1118,1150
SheeshKabobs,2025-02-09,1150,1.22,25,915.8,0.33,0.627,2,95.6,12.2,121,1416,1337
kanishka88660,2024-02-27,829,3.5,19,915.3,1.67,0.69,0,140.0,165.8,59,804,1021
kanishka88660,2024-07-30,923,2.03,21,922.8,0.67,0.679,0,133.1,18.8,79,1029,1120
kanishka88660,2024-12-15,1041,3.3,24,990.2,1.0,0.658,0,53.0,23.6,193,1151,1269
kanishka88660,2025-01-19,1112,4.69,26,999.7,2.33,0.629,0,21.6,14.2,298,1279,1346
kanishka88660,2025-02-25,1145,5.04,26,998.3,4.0,0.617,0,38.7,6.6,347,1222,1346
Askua,2026-02-26,1208,1.07,15,927.8,1.33,0.674,0,142.4,241.6,27,1258,1236
aayush4jha,2025-01-17,935,0.63,17,835.7,1.67,0.694,0,112.9,30.2,14,1146,1129
aayush4jha,2025-01-20,966,1.59,18,822.2,2.0,0.495,1,71.4,19.2,36,1146,1129
aayush4jha,2025-02-02,1025,2.95,20,847.2,2.0,0.501,3,23.5,26.0,72,1146,1129
mani_ni,2026-04-04,1017,0.46,17,923.5,0.33,0.696,0,118.2,203.4,17,1236,1236
Ahsan_habib_47th,2020-01-14,1200,0.64,10,1071.4,1.33,0.766,0,569.3,240.0,16,1007,1281
Ahsan_habib_47th,2020-06-23,1117,5.56,24,965.8,8.33,0.437,0,56.8,49.6,267,1161,1106
Ahsan_habib_47th,2021-09-20,956,4.66,27,1047.9,3.33,0.464,0,72.6,24.6,526,860,1040
Ahsan_habib_47th,2022-05-26,1273,6.22,32,1099.5,6.33,0.513,0,51.6,35.6,922,1065,1227
Ahsan_habib_47th,2023-02-28,1260,6.71,36,1121.1,3.67,0.529,0,54.1,39.6,1261,1288,1302
feandroid,2025-02-18,936,4.56,15,875.9,1.67,0.603,0,112.4,187.2,29,1014,1085
feandroid,2025-02-27,1001,5.37,15,904.9,2.33,0.636,0,119.6,74.6,41,1014,1058
feandroid,2025-06-08,1014,2.4,17,937.7,0.33,0.641,0,119.8,30.6,53,1058,898
feandroid,2025-07-01,1054,2.68,21,992.6,1.0,0.64,0,79.8,9.6,68,1058,1001
feandroid,2025-07-19,1022,2.9,21,1021.0,1.33,0.637,0,42.8,2.0,81,1004,1002
zihan_shen,2026-01-23,1163,0.86,27,1196.2,1.33,0.588,0,144.3,232.6,52,1220,1234
Steam_time,2025-08-21,1122,0.73,12,966.7,0.33,0.625,0,153.0,224.4,21,1200,1286
joeyzy,2024-03-15,1151,5.62,18,1123.8,1.67,0.634,0,145.3,230.2,21,1315,1233
bounce__back,2025-12-19,1285,3.58,19,1261.8,1.33,0.629,0,142.1,257.0,55,1288,1288
Mahad_SundarSTEM,2022-08-04,743,2.52,15,800.0,1.67,0.694,0,129.6,148.6,16,786,982
Mahad_SundarSTEM,2022-09-19,836,6.11,21,860.8,3.67,0.567,0,80.6,5.2,79,1013,1057
Mahad_SundarSTEM,2022-12-12,1076,9.63,26,912.3,2.0,0.584,0,78.0,67.4,240,1057,1235
Mahad_SundarSTEM,2023-01-24,1015,9.4,26,917.1,3.33,0.59,0,75.4,-19.4,292,955,1223
Mahad_SundarSTEM,2023-04-20,1070,9.64,33,960.5,2.33,0.589,0,52.9,27.6,418,1174,1225
bytemaster_04,2025-04-03,986,8.42,23,870.3,1.67,0.5,1,135.4,197.2,66,864,1099
bytemaster_04,2025-06-08,945,10.83,27,913.5,4.33,0.574,1,43.7,13.2,187,990,1137
bytemaster_04,2025-07-22,1082,14.05,28,975.6,5.33,0.604,0,65.3,31.6,331,1149,1154
bytemaster_04,2025-09-20,1032,13.94,28,1010.4,4.67,0.59,0,40.8,-0.6,448,1223,1199
bytemaster_04,2025-12-06,1137,12.07,29,1014.8,4.33,0.584,0,61.6,20.4,520,1108,1274
srija_2827,2026-01-12,1035,2.42,18,867.9,1.33,0.686,0,115.1,207.0,78,1076,1231
